lng,lat
-3.0163202,36.7479022
-2.0518154,43.2096275
-2.0518154,43.2096275
-2.0518154,43.2096275
3.4768109,43.3088031
3.4768109,43.3088031
3.4768109,43.3088031
0.616363,44.203142
-0.6381854,38.4372517
-0.6381854,38.4372517
-0.6381854,38.4372517
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
1.0979794,41.7871869
-0.5157406,38.7808327
-2.5718122,36.816162
-2.5718122,36.816162
-4.6531074,41.2745194
-4.8702156,38.9827178
-4.2622141,42.7931905
-4.2622141,42.7931905
-4.2622141,42.7931905
-4.2622141,42.7931905
-4.2622141,42.7931905
-4.2622141,42.7931905
-4.2622141,42.7931905
-4.2622141,42.7931905
-4.6566596,37.5138455
-4.6566596,37.5138455
-4.6566596,37.5138455
2.8458672,42.393654
2.8458672,42.393654
-0.5494064,38.8229998
-0.5494064,38.8229998
-0.5494064,38.8229998
-0.5494064,38.8229998
-0.5494064,38.8229998
-0.5494064,38.8229998
-0.5494064,38.8229998
-0.5494064,38.8229998
-0.5494064,38.8229998
-0.5494064,38.8229998
-0.5494064,38.8229998
-0.5494064,38.8229998
-0.5494064,38.8229998
-0.5494064,38.8229998
-0.5494064,38.8229998
-0.5494064,38.8229998
-0.5494064,38.8229998
-0.5494064,38.8229998
-0.5494064,38.8229998
-0.5494064,38.8229998
-0.5494064,38.8229998
-6.1875652,40.189346
-6.1875652,40.189346
-5.8650614,38.2591386
-5.8650614,38.2591386
-5.8650614,38.2591386
-2.148555,43.2368999
-0.5883903,38.8797845
-0.5883903,38.8797845
-0.5883903,38.8797845
-0.5883903,38.8797845
-0.5883903,38.8797845
-0.5883903,38.8797845
-0.5883903,38.8797845
-0.5883903,38.8797845
-0.5883903,38.8797845
2.7620863,41.9376629
2.7620863,41.9376629
2.7620863,41.9376629
2.7620863,41.9376629
2.7620863,41.9376629
2.7620863,41.9376629
2.7620863,41.9376629
2.7620863,41.9376629
2.7620863,41.9376629
2.7620863,41.9376629
2.7620863,41.9376629
2.7620863,41.9376629
3.2000099,46.01672
4.1925869,43.567172
4.208849,43.6850809
-0.262294,43.700062
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
5.447427,43.529742
-3.4839237,40.5302674
-3.4839237,40.5302674
-3.4839237,40.5302674
-3.4839237,40.5302674
-3.4839237,40.5302674
-5.2175331,41.3069922
-4.3090044,42.6597623
-1.3619952,39.0950499
-1.3619952,39.0950499
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-1.8585424,38.994349
-0.5201976,38.8396571
-0.4136962,39.3963775
-0.4136962,39.3963775
-0.4136962,39.3963775
-0.4136962,39.3963775
-2.8091095,38.6180748
-0.3701276,39.2213766
-0.3460091,39.5434721
-0.3460091,39.5434721
-0.3460091,39.5434721
-0.3460091,39.5434721
-0.5127877,41.1201244
-0.5127877,41.1201244
-0.8710884,38.1801605
-0.8710884,38.1801605
-0.8710884,38.1801605
-0.8710884,38.1801605
-0.8710884,38.1801605
-0.8710884,38.1801605
-0.8710884,38.1801605
-2.4741454,42.3579176
-8.4796655,40.6894236
-8.4796655,40.6894236
-8.4796655,40.6894236
-8.4796655,40.6894236
-8.4796655,40.6894236
-8.4796655,40.6894236
-8.4796655,40.6894236
-0.5222379,39.118077
-0.5222379,39.118077
-0.5222379,39.118077
-0.5222379,39.118077
-0.5222379,39.118077
6.392726,45.675535
6.392726,45.675535
2.1486413,43.9250853
2.1486413,43.9250853
-3.6543577,37.2283225
-3.6543577,37.2283225
-3.6543577,37.2283225
-3.6543577,37.2283225
-3.6543577,37.2283225
-3.6543577,37.2283225
-3.6543577,37.2283225
-3.6543577,37.2283225
-3.6543577,37.2283225
-3.6543577,37.2283225
3.08392,42.1048463
3.08392,42.1048463
-0.3510141,39.4989552
-0.3510141,39.4989552
-0.3510141,39.4989552
-0.3510141,39.4989552
-0.3510141,39.4989552
-0.3510141,39.4989552
-0.3510141,39.4989552
-0.3510141,39.4989552
-0.3510141,39.4989552
-0.3510141,39.4989552
-0.3510141,39.4989552
-0.3510141,39.4989552
-0.3510141,39.4989552
-0.3510141,39.4989552
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-2.1417503,37.3881024
-1.3861193,38.0278932
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-8.2478796,37.0890719
-0.324844,39.5448254
-0.324844,39.5448254
-0.324844,39.5448254
-7.0000241,39.2192059
-7.0000241,39.2192059
-7.0000241,39.2192059
-7.0000241,39.2192059
-7.0000241,39.2192059
-7.0000241,39.2192059
-7.0000241,39.2192059
-7.0000241,39.2192059
-7.0000241,39.2192059
0.4408037,41.9088803
0.4767391,40.5430417
0.4767391,40.5430417
-8.6693288,39.4583616
-1.2193422,37.9695167
-1.2193422,37.9695167
-1.2193422,37.9695167
-1.2193422,37.9695167
-1.2193422,37.9695167
-1.2193422,37.9695167
-1.2193422,37.9695167
-1.2193422,37.9695167
-1.2193422,37.9695167
-1.2193422,37.9695167
-1.2193422,37.9695167
-1.2193422,37.9695167
-1.2193422,37.9695167
-1.2193422,37.9695167
-4.083601,37.5908541
-4.083601,37.5908541
-4.083601,37.5908541
-4.083601,37.5908541
-4.083601,37.5908541
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
-3.6372245,40.5372512
