V1,V2
39.0950499,-1.3619952
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.994349,-1.8585424
38.8396571,-0.5201976
39.3963775,-0.4136962
39.3963775,-0.4136962
39.3963775,-0.4136962
39.3963775,-0.4136962
38.6180748,-2.8091095
39.2213766,-0.3701276
39.5434721,-0.3460091
39.5434721,-0.3460091
39.5434721,-0.3460091
39.5434721,-0.3460091
41.1201244,-0.5127877
41.1201244,-0.5127877
38.1801605,-0.8710884
38.1801605,-0.8710884
38.1801605,-0.8710884
38.1801605,-0.8710884
38.1801605,-0.8710884
38.1801605,-0.8710884
38.1801605,-0.8710884
42.3579176,-2.4741454
40.6894236,-8.4796655
40.6894236,-8.4796655
40.6894236,-8.4796655
40.6894236,-8.4796655
40.6894236,-8.4796655
40.6894236,-8.4796655
40.6894236,-8.4796655
39.118077,-0.5222379
39.118077,-0.5222379
39.118077,-0.5222379
39.118077,-0.5222379
39.118077,-0.5222379
45.675535,6.392726
45.675535,6.392726
43.9250853,2.1486413
43.9250853,2.1486413
37.2283225,-3.6543577
37.2283225,-3.6543577
37.2283225,-3.6543577
37.2283225,-3.6543577
37.2283225,-3.6543577
37.2283225,-3.6543577
37.2283225,-3.6543577
37.2283225,-3.6543577
37.2283225,-3.6543577
37.2283225,-3.6543577
42.1048463,3.08392
42.1048463,3.08392
39.4989552,-0.3510141
39.4989552,-0.3510141
39.4989552,-0.3510141
39.4989552,-0.3510141
39.4989552,-0.3510141
39.4989552,-0.3510141
39.4989552,-0.3510141
39.4989552,-0.3510141
39.4989552,-0.3510141
39.4989552,-0.3510141
39.4989552,-0.3510141
39.4989552,-0.3510141
39.4989552,-0.3510141
39.4989552,-0.3510141
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
37.3881024,-2.1417503
38.0278932,-1.3861193
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
37.0890719,-8.2478796
39.5448254,-0.324844
39.5448254,-0.324844
39.5448254,-0.324844
39.2192059,-7.0000241
39.2192059,-7.0000241
39.2192059,-7.0000241
39.2192059,-7.0000241
39.2192059,-7.0000241
39.2192059,-7.0000241
39.2192059,-7.0000241
39.2192059,-7.0000241
39.2192059,-7.0000241
41.9088803,0.4408037
40.5430417,0.4767391
40.5430417,0.4767391
39.4583616,-8.6693288
37.9695167,-1.2193422
37.9695167,-1.2193422
37.9695167,-1.2193422
37.9695167,-1.2193422
37.9695167,-1.2193422
37.9695167,-1.2193422
37.9695167,-1.2193422
37.9695167,-1.2193422
37.9695167,-1.2193422
37.9695167,-1.2193422
37.9695167,-1.2193422
37.9695167,-1.2193422
37.9695167,-1.2193422
37.9695167,-1.2193422
37.5908541,-4.083601
37.5908541,-4.083601
37.5908541,-4.083601
37.5908541,-4.083601
37.5908541,-4.083601
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
40.5372512,-3.6372245
